"UID","SITE_ID","LAT_DD83","LON_DD83","DATE_COL","AGGR_ECO9_2015","TP","TN","CHLA","MMI","ELEVMAX","ELEVMEAN","ELEVMIN","NDEP","AG_PCT","URBAN_PCT","FOREST_PCT","WETLAND_PCT","ROADDEN","Tsummer","SHRUB_GRASS_PCT","POPDEN","DEPTH","aqveg","Rveg","Type","WS_AREA","PrecipNorm","TMAX","TMIN","PrecipWinter","PrecipSummer"
3712,"NWCA11-2229",36.97841,-104.47997,"13-Jul-11","WMT",184,2578,1.66,21.8,2357.17,2309.48,2277.56,2.335079,0,7.504313,12.880966,1.782634,2.59061,17.308,77.630822,110.01863380599,0.4,2.4,6.1,"Wetland",3.14,535.440002441406,16.4099998474121,1.53999996185303,16.3266665140788,46.5560005187988
3714,"NWCA11-1051",33.36562,-93.33703,"7-Jun-11","CPL",59.5,1190,8.82,51.6,95.36,90.882,87.53,4.162499,8.488672,2.810439,85.058789,0,1.2585,26.795,3.441354,40.86278763801,NA,0,26.7827380952381,"Wetland",3.14,1341.76000976562,23.7399997711182,10.960000038147,70.8000011444092,65.4480010986328
3730,"NWCA11-1356",26.31844263,-80.39845136,"9-Aug-11","CPL",22,1278,2.94,77,3.15,3.15,3.15,2.693799,0,0,0,100,0,27.567,0,0.06489996942,0.6,77.62,15.07,"Wetland",3.14,1292.89001464844,28.9400005340576,19.1900005340576,20.3466668128967,163.271997070312
3734,"NWCA11-1243",25.90924351,-80.65094744,"10-Aug-11","CPL",24,1750,2.7,55.6,2.13,2.024,1.9,2.67195,0,0,0,100,0,28.066,0,4.5671106663,0.5,47.04,0.0433333333333333,"Wetland",3.14,1296.42004394531,29.2600002288818,19.7399997711182,22.2599997520447,215.533995056152
3735,"NWCA11-3042",26.36862342,-80.47787497,"9-Aug-11","CPL",19,1373,0.83,81.1,3.35,3.263,3.25,2.56795,0,0,0,100,0,27.313,0,0,0.25,100,13.3333333333333,"Wetland",3.14,1280.05004882812,28.9300003051758,18.6399993896484,27.2900001207987,156.441999816895
3742,"NWCA11-OH-3005",39.83432108,-82.72935038,"20-Jul-11","TPL",373,1960,14.48,57.7,246.03,242.306,239.72,4.90214,57.707736,26.704872,14.469914,0.143266,3.85966,21.408,0,693.86091099,0.56,48.6,4.70261904761905,"Wetland",3.14,984.799987792969,16.8199996948242,6.03000020980835,66.4966659545898,143.571998596191
3752,"NWCA11-1225",39.62231,-75.76266,"30-Aug-11","CPL",127,1568,1.47,55.7,28.5,26.193,24.11,5.357279,3.72173,61.837961,25.336387,3.864873,5.02599,22.879,4.952763,4486.97651296947,0.3,13.6,26.1365873015873,"Wetland",3.14,1148.5,18.3099994659424,7.03999996185303,71.0066655476888,162.194000244141
3801,"NWCA11-4147",44.91928,-124.00565,"9-Aug-11","WMT",114,543,29.12,25.4,36.83,10.456,4.19,1.700489,0,16.313074,36.611239,35.149083,3.07955,13.065,5.246559,569.60355851997,1.1,6,15.3333333333333,"Wetland",3.14,1932.46997070312,13.3100004196167,7.82000017166138,284.746663411458,52.2499996185303
3802,"NWCA11-4145",43.71657,-123.521,"21-Jul-11","WMT",45,708,0.15,32.9,320.44,217.88,184.77,0.979056,0,4.686601,91.661875,0,2.22172,15.749,3.651524,15.31952926101,0.5,4.4,24.2777777777778,"Wetland",3.14,1415.10998535156,16.6499996185303,5.78999996185303,189.263331095378,31.6119997382164
3803,"NWCA11-4141",43.3485,-124.26585,"22-Jun-11","WMT",42,428,20.45,56.2,64.19,39.588,31.62,1.327229,0.172315,6.031016,79.236071,1.292361,1.01873,13.658,6.835152,1147.87063617993,1.2,38,11.8761904761905,"Wetland",3.14,1680.10998535156,15.8400001525879,7.17000007629395,203.146662394206,30.8479998111725
3804,"NWCA11-4138",42.75404,-124.0258,"20-Jun-11","WMT",42,209,4,58.4,973.35,943.13,932.51,1.93752,0,4.988532,86.811927,0.200688,1.90003,15.115,7.998853,8.9645769876,1,38,19.7571428571429,"Wetland",3.14,2340.2099609375,15.4899997711182,5.73000001907349,248,32.1940000772476
3805,"NWCA11-2359",42.52978,-120.7468,"19-Jul-11","WMT",209,420,8.92,57.4,2095.76,2059.95,2023.96,1.00519,0,0,99.770774,0,0.008484,10.903,0.229226,0.45845930988,0.15,0.4,18.9428571428571,"Wetland",3.14,796.119995117188,10.6199998855591,-1.5900000333786,105.046666463216,23.6719995498657
3810,"NWCA11-2350",45.0669,-123.83849,"9-Jun-11","WMT",41,275,0.34,49.2,304.5,259.945,243.52,2.41052,0,5.789625,86.013184,0,2.35561,14.097,8.197191,26.089228269,0.33,4,22.9666666666667,"Wetland",3.14,3030.22998046875,15.5900001525879,5.03999996185303,402.856658935547,65.4459988594055
3812,"NWCA11-2342",43.34758,-124.26691,"23-Jun-11","WMT",51,155,0.52,51.6,69.15,42.133,32.5,1.32632,0.487246,6.133563,77.357409,1.003153,1.02701,13.628,8.827744,1137.14803873008,0.35,0.4,20.5632034632035,"Wetland",3.14,1680.10998535156,15.8400001525879,7.17000007629395,203.146662394206,30.8479998111725
3851,"NWCA11-2959",38.45502,-108.19233,"2-Sep-11","XER",9,133,0.26,48.8,2085.22,2024.83,2001.11,0.950953,0,0,82.821029,6.34875,0,16.896,10.686584,8.8773720243,0.6,0.06,9.95099206349206,"Wetland",3.14,410.890014648438,16.2800006866455,0.939999997615814,32.093331972758,43.5400003433228
3869,"NWCA11-1827",45.48409746,-69.20219337,"15-Jul-11","NAP",25,118,0.18,48.3,211.63,206.075,200.82,2.582849,0,0,59.810399,19.477162,1.26286,16.098,20.712438,0.3473953587,NA,0.44,19.9842105263158,"Wetland",3.14,1187.27001953125,10.9799995422363,-0.649999976158142,118.706665039062,151.070002746582
3873,"NWCA11-1825",45.92052579,-69.53039821,"3-Aug-11","NAP",39,868,2.33,54.7,319.02,317.516,315.74,2.451319,0,2.148997,50.573066,15.730659,0.18817,15.408,29.942693,0.3473953587,NA,0,16.2271428571429,"Wetland",3.14,1070.36999511719,10.0100002288818,-2.08999991416931,79.4766654968262,139.145999145508
3876,"NWCA11-OH-3014",40.541536,-80.839198,"11-Jul-11","SAP",42,380,0.22,48.9,352.16,313.72,287.3,4.493569,1.177146,4.364054,93.281653,0,0.365335,20.683,0,139.697326626,0.35,0,22.5910714285714,"Wetland",3.14,994.75,16.2299995422363,4.96999979019165,82.0433336893717,109.363999938965
3878,"NWCA11-OH-3031",40.732528,-81.975115,"6-Jul-11","NAP",1528,4635,42.56,44.8,258.11,256.375,255.52,5.491149,22.400919,3.96324,20.964963,35.784032,2.48331,19.871,0.34463,704.37626521002,0.17,9.2,25.7257407407407,"Wetland",3.14,990.580017089844,15.8000001907349,3.54999995231628,62.7666664123535,131.637998962402
3880,"NWCA11-1617",29.55963203,-89.81877106,"25-Jun-11","CPL",826,2380,71.67,43.2,1.82,-0.737,-1.25,3.644769,32.136703,0.804135,0,45.979322,2.3422,27.345,0,10.9831892937,0.91,0,14.1666666666667,"Wetland",3.14,1693.55004882812,25.2600002288818,15.9300003051758,63.4766654968262,180.299998092651
3883,"NWCA11-1830",44.96021,-68.14361,"10-Aug-11","NAP",31,735,5.93,55.7,138.6,122.885,116.52,2.52571,0,2.436228,69.074233,11.464603,1.2076,16.598,15.534538,0.54936795888,0.64,62,19.9366666666667,"Wetland",3.14,1168.56994628906,11.7299995422363,-0.0399999991059303,132.566663106283,99.4300018310547
3892,"NWCA11-2961",39.68211,-102.35107,"5-Sep-11","SPL",5756,14300,84.48,40,1225.8,1225.33,1224.86,2.83237,96.205806,3.535499,0,0,1.30007,20.249,0.258695,3.66164757231,0.22,2.2,1.3,"Wetland",3.14,457.200012207031,18.1700000762939,2.54999995231628,12.7733335494995,75.3899978637695
3897,"NWCA11-2704",46.60642569,-123.6794087,"7-Jun-11","WMT",56,391,4.46,33.8,146.64,91.1,68.09,1.728989,0,4.079288,45.245619,4.653835,1.62154,13.392,46.021258,16.67466382881,0.22,1.68,15.29,"Wetland",3.14,2256.669921875,14.8400001525879,5.19000005722046,305.210001627604,60.7200003623962
3898,"NWCA11-4505",47.187565,-123.566979,"13-Jun-11","WMT",157,220,4.72,30.5,104.22,76.068,67.87,1.769739,0,1.866743,54.824813,12.205629,0.741497,13.942,30.930499,32.282412357,0.95,1.62,13.5461904761905,"Wetland",3.14,2523.59008789062,14.9499998092651,5.28000020980835,395.429992675781,76.1439987182617
3959,"NWCA11-2080",35.78775052,-75.88106658,"3-Aug-11","CPL",77,1110,0.35,66.1,0.81,0.5,0.3,3.754319,0,0,0,99.025509,0.556759,24.179,0,11.06894127261,0.25,0,31.1912442396313,"Wetland",3.14,1281.53002929688,21.7299995422363,11.2399997711182,89.7366663614909,138.219997787476
3983,"NWCA11-6368",38.6197826,-81.97704826,"22-Aug-11","SAP",81,618,4.11,58.1,174.42,169.212,163.47,4.206389,26.936317,35.513483,24.182444,0,5.52292,21.469,0.200803,595.74433276995,0.3,0,16.5691666666667,"Wetland",3.14,1051.56994628906,18.8299999237061,5.90999984741211,82.3799997965495,106.114001464844
3984,"NWCA11-4579",38.62064,-81.97834,"24-Aug-11","SAP",56,508,6.3,57.5,174.46,169.349,163.01,4.20728,27.92896,34.488684,23.460327,0,5.07116,21.461,0.200516,595.57854492006,0.2,21.2,20.1233928571429,"Wetland",3.14,1051.56994628906,18.8299999237061,5.90999984741211,82.3799997965495,106.114001464844
3986,"NWCA11-OH-3004",40.825946,-81.431171,"30-Aug-11","NAP",192,2930,32.31,65.8,336.21,331.978,329.35,5.11534,0.143472,92.969871,5.136298,0.946916,7.8844,20.645,0.286944,5954.3092326003,0.8,70,7.43333333333333,"Wetland",3.14,984.320007324219,15.3599996566772,5.30000019073486,75.0366694132487,147.977998352051
3987,"NWCA11-OH-3003",40.616679,-81.606718,"6-Jun-11","SAP",39,836,0.62,20.3,296.22,291.065,289.17,5.07172,31.9874,1.775487,48.424971,6.414662,1.61078,20.426,0.200458,197.24586066003,NA,4,19.9798941798942,"Wetland",3.14,1012.66998291016,15.7799997329712,4.73000001907349,69.8966674804688,115.160000610352
3993,"NWCA11-OH-3030",41.56001265,-83.06669802,"3-Aug-11","TPL",489,2890,5.6,25.3,175.7,174.153,173.36,5.18895,23.45679,9.043927,0.344531,60.666092,0.951363,21.155,5.5412,226.54927169901,0.31,100,16.57,"Wetland",3.14,855.419982910156,14.6099996566772,5.71999979019165,61.5299994150798,131.417999267578
4011,"NWCA11-1267",25.60978697,-80.56948775,"28-Aug-11","CPL",9,588,0.44,77.8,2.24,2.24,2.23,2.939169,6.214204,3.178694,0,90.607102,1.53927,27.568,0,4.5671106663,0.3,9.4,10.7,"Wetland",3.14,1408.5,29.1499996185303,19.2000007629395,27.8099993864695,158.932000732422
4012,"NWCA11-1337",25.28751,-80.44654,"27-Aug-11","CPL",7,618,0.79,64.6,0.51,0.431,0.43,2.88171,0,4.559794,0,95.067393,1.08729,27.854,0,75.59895652101,0.33,100,9.9,"Wetland",3.14,1248.30004882812,28.3500003814697,20.3999996185303,37.0699991385142,122.271999359131
4015,"NWCA11-1854",42.96801332,-85.59834787,"25-Aug-11","UMW",1351,6144,37.19,31.5,240.93,234.008,233.11,5.779109,0,79.718876,5.794607,8.892713,8.91823,19.222,0.258176,3356.18662774044,0.2,78.2,14.352380952381,"Wetland",3.14,928.429992675781,13.9799995422363,3.32999992370605,52.0100002288818,90.5899993896484
4021,"NWCA11-1865",43.70054,-85.52634,"26-Aug-11","UMW",32,265,NA,39.6,306.52,304.673,302.38,5.197889,8.060814,18.760758,54.618474,12.162937,3.03353,17.214,6.196214,573.93662214993,NA,0,18.3439153439153,"Wetland",3.14,890.919982910156,13.2799997329712,1.27999997138977,41.5333340962728,102.659997558594
4033,"NWCA11-2028",35.698009,-76.230592,"12-Jul-11","CPL",37,1075,6.1,57.8,1.33,0.283,0,3.800489,45.451937,0.45911,0,54.088953,0.279575,24.054,0,9.9112701324,0.01,0,17.203869047619,"Wetland",3.14,1279.18994140625,22.2800006866455,10.5100002288818,97.3600006103516,155.6100025177
4052,"NWCA11-6315",48.936145,-122.480897,"10-Aug-11","WMT",3612,610,1029.6,23.4,29.53,20.398,14.61,0.971256,32.033266,62.00172,4.215658,1.577287,4.71822,15.415,0.172068,2115.77838388995,0.23,78.44,20.6473015873016,"Wetland",3.14,1229.61999511719,15.0600004196167,5.59000015258789,161.836669921875,51.6359998703003
4074,"NWCA11-6302",46.948598,-123.650597,"27-Jul-11","WMT",52,385,2.14,45.2,4.24,1.952,0.7,1.563289,0,3.014643,8.986506,73.097904,0.973786,14.598,0.746483,275.75623788999,0.25,0,39.9380952380952,"Wetland",3.14,1934.16003417969,15.460000038147,5.86999988555908,287.74333190918,59.7960000991821
4079,"NWCA11-2706",48.393059,-122.484571,"28-Jun-11","WMT",468,3075,336,43.9,3.81,1.88,0,0.505466,59.627507,25.157593,0,7.621776,3.60231,13.886,3.667622,1057.91250832995,0.29,13.2,15.8790476190476,"Wetland",3.14,726.409973144531,13.9099998474121,6.17000007629395,90.9199994405111,36.1319993972778
4294,"NWCA11-2371",41.76201634,-77.6060089,"18-Sep-11","NAP",9,118,0.2,43.3,500.8,433.427,409.33,4.5089,0,1.317674,98.682326,0,0.907673,17.896,0,13.78079030211,NA,0,0.694677871148459,"Wetland",3.14,1054.08996582031,13.3999996185303,1.26999998092651,88.9500007629395,119.718000030518
4295,"NWCA11-2369",41.2083,-79.98825,"29-Sep-11","NAP",87,850,15.65,36.3,429.59,421.709,419.08,4.81497,12.395982,13.658536,66.97274,0,3.27795,19.463,2.984218,123.09290332599,NA,15.4,0.0238095238095238,"Wetland",3.14,1076.78002929688,14.8100004196167,3.23000001907349,93.3299980163574,123.92799987793
4297,"NWCA11-2367",41.85280803,-75.63855952,"8-Sep-11","NAP",38,310,2.42,53.6,484.1,464.733,457.61,4.929059,37.485648,6.228473,52.009185,0.97589,2.17716,17.934,0.574053,95.75270211702,NA,52,10.5,"Wetland",3.14,1162.97998046875,12.7600002288818,2.11999988555908,74.3333346048991,180.830001831055
4306,"NWCA11-1790",38.45147,-75.98089,"19-Aug-11","CPL",58,1090,5.28,58,0.89,0.253,0.03,4.023079,0.890549,0,1.982189,80.752657,1.68363,23.125,2.872738,16.6632963627,NA,98,14.6333333333333,"Wetland",3.14,1119.07995605469,19.75,8.64999961853027,51.3266677856445,116.079998016357
4313,"NWCA11-2376",40.55766,-75.18066,"28-Sep-11","SAP",332,1708,17.44,61.3,100.42,56.054,41.81,5.44455,16.709733,16.020671,49.928223,3.043353,3.64788,21.076,6.230261,382.62438714006,NA,88,0.193333333333333,"Wetland",3.14,1236.07995605469,16.9899997711182,5.46000003814697,87.0033340454102,199.892001342773
4354,"NWCA11-1181",41.49002,-71.84743,"20-Sep-11","NAP",44,373,0.31,56.8,94.17,77.251,71.92,3.86156,0.574713,1.896552,81.695403,4.195402,0.906992,19.489,11.637931,188.61057759102,0.42,1.2,13.5348299319728,"Wetland",3.14,1220.75,15.4700002670288,4.34999990463257,124.903333028158,140.808000183105
4355,"NWCA11-1743",42.67532,-71.05451,"6-Jul-11","NAP",100,853,9.06,42.3,49.41,40.515,36.76,3.508249,8.481375,21.232092,56.361031,12.750717,3.29167,19.374,1.174785,2016.33835444977,0.45,36,17.4202380952381,"Wetland",3.14,1230.58996582031,15.0699996948242,3.67000007629395,102.376665751139,123.520001220703
4357,"NWCA11-1744",41.79912,-71.187648,"10-Jul-11","NAP",148,1143,0.89,50,30.42,26.636,25.19,3.714859,19.335434,5.929534,38.584932,34.975652,1.39979,20.127,1.174449,826.38291119007,1.32,60.6,8.30333333333333,"Wetland",3.14,1237.41003417969,15.5799999237061,5.6100001335144,107.213333129883,122.936001586914
4359,"NWCA11-1745",41.96981,-70.9488,"13-Jul-11","NAP",233,2320,1.74,42,29.84,24.586,21.71,3.65909,1.750359,23.156384,42.065996,20.373027,3.8115,19.104,12.654233,1722.53763032988,0.17,1.6,26.8177489177489,"Wetland",3.14,1273.25,15.7299995422363,4.30000019073486,116.143333435059,118.665998840332
